session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,First language,Nationality,Sex,Student Status,Vision
5fb4f8634f6af42ea697c3cd,5d8c856c4c4d070016f511f1,RETURNED,2020-11-18 10:33:11.127000,,1044091.626437,44,15,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fb4f8e894f3c51961318708,5d357fc4b3a5b10001fdddbc,APPROVED,2020-11-18 10:35:27.020000,2020-11-18 10:39:06.392000,219.372,50,351,0,100,2020-11-18 10:39:17.179000,12297024,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5fb4fa4d4f6af42f91dbf8ba,5f2fe9c732c21b3e0de5947e,RETURNED,2020-11-18 10:41:19.725000,,1043603.440155,21,47,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fb4fa6acadb0e308eee12bf,5c29cb34867f660001aed64c,RETURNED,2020-11-18 10:41:51.910000,,1043571.25525,28,207,5,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fb4fa812315481af1aa7cc8,5e88d86ec0a3515666469390,APPROVED,2020-11-18 10:42:15,2020-11-18 10:48:17.061000,362.061,52,31,1,99,2020-11-18 10:48:21.254000,12297024,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No,Yes
5fb4fa89b380982fcd802914,587b7ab8c192390001d60136,APPROVED,2020-11-18 10:42:17.331000,2020-11-18 10:46:38.649000,261.318,56,184,3,99,2020-11-18 10:47:55.310000,12297024,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No,Yes
5fb4faf0d87fe10b916c4640,5e31ebdb8dc3121d3cd9316f,APPROVED,2020-11-18 10:44:00.149000,2020-11-18 10:48:50.701000,290.552,20,165,3,98,2020-11-18 10:49:00.224000,12297024,India,United Kingdom,Part-Time,English,English,India,Female,Yes,Yes
5fb4fafb16ba5b1ab1a1976a,5d41de57b0ca72001a9d862a,APPROVED,2020-11-18 10:44:19.675000,2020-11-18 10:49:22.665000,302.99,58,190,0,100,2020-11-18 10:49:31.932000,12297024,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No,Yes
5fb4fef0010deb3106fae868,5bdb75822562330001b8ae03,APPROVED,2020-11-18 11:01:06.931000,2020-11-18 11:04:01.584000,174.653,38,518,7,98,2020-11-18 11:10:17.119000,12297024,Nigeria,United Kingdom,Full-Time,English,English,United Kingdom,Female,No,Yes
5fb4ff097bcc851b3ae20d16,5f8c01f977a858328fa5125b,APPROVED,2020-11-18 11:01:33.330000,2020-11-18 11:04:47.557000,194.227,22,19,0,100,2020-11-18 11:10:16.616000,12297024,United Kingdom,France,Part-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
