success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_sum,followed_instructions,view_history,rt,set_size,target_present,RT,response,target_position,distractor_positions,jitter,correct_response,test_part,correct,stimulus,key_press,responses
,p5vs_yn,38,184937,0.0-5.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,1.0,477.8782724868506,j,"[0.16666666666666602, 0.16666666666666602]","[[0, 0], [0.16666666666666602, -0.16666666666666602], [0.16666666666666602, 0.33333333333333304]]",505.87672740221024,j,absence1,1.0,,,
,html-keyboard-response,39,185940,0.0-5.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,40,187987,0.0-5.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,1.0,531.1453251168132,f,"[-0.33333333333333304, 0]","[[0.33333333333333304, 0.33333333333333304], [0.16666666666666602, -0.33333333333333304], [0.16666666666666602, 0.16666666666666602], [0, -0.16666666666666602], [-0.16666666666666602, 0.33333333333333304], [0, 0.33333333333333304], [-0.16666666666666602, 0.16666666666666602]]",307.3146748356521,j,absence1,0.0,,,
,html-keyboard-response,41,189489,0.0-5.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5vs_yn,42,191471,0.0-5.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,1.0,428.0063095036894,j,"[0, 0]","[[0.16666666666666602, -0.16666666666666602], [-0.33333333333333304, 0.33333333333333304], [-0.16666666666666602, 0.33333333333333304], [0, 0.16666666666666602], [0.33333333333333304, -0.16666666666666602], [-0.33333333333333304, 0], [-0.16666666666666602, -0.33333333333333304]]",343.70369045063853,j,absence1,1.0,,,
,html-keyboard-response,43,192475,0.0-5.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,44,194853,0.0-6.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,850.3673222847283,f,"[-0.33333333333333304, 0]","[[0.16666666666666602, 0.16666666666666602], [0.16666666666666602, 0], [0, 0.16666666666666602], [0.33333333333333304, 0.16666666666666602], [-0.33333333333333304, 0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [0.16666666666666602, -0.16666666666666602]]",309.11767785437405,f,absence1,1.0,,,
,html-keyboard-response,45,195854,0.0-6.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,46,197738,0.0-6.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,615.1563864666969,f,"[-0.33333333333333304, -0.16666666666666602]","[[0.33333333333333304, -0.33333333333333304], [0.16666666666666602, -0.33333333333333304], [-0.33333333333333304, 0]]",62.213613418862224,f,absence1,1.0,,,
,html-keyboard-response,47,198740,0.0-6.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,48,201037,0.0-6.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,508.09898944571614,f,"[-0.16666666666666602, 0]","[[0.16666666666666602, -0.16666666666666602], [0.33333333333333304, 0], [-0.16666666666666602, 0.16666666666666602], [-0.33333333333333304, -0.33333333333333304], [0, -0.16666666666666602], [-0.33333333333333304, -0.16666666666666602], [0.16666666666666602, 0.16666666666666602]]",570.8810104988515,f,absence1,1.0,,,
,html-keyboard-response,49,202040,0.0-6.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,50,204237,0.0-6.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,611.2174544949085,f,"[0.33333333333333304, 0.33333333333333304]","[[0, -0.16666666666666602], [-0.33333333333333304, 0.33333333333333304], [0.16666666666666602, 0]]",376.35754561051726,f,absence1,1.0,,,
,html-keyboard-response,51,205240,0.0-6.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,survey-text,52,212886,0.0-7.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,7640.420000068843,,,,,,,,,,,,,"{""worker_comments"":""""}"
,p5Text,53,214613,0.0-8.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,,,
1.0,fullscreen,0,3497,0.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,,,
,instructions,1,26142,0.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,"[{""page_index"":0,""viewing_time"":3972.469999920577},{""page_index"":1,""viewing_time"":11516.014999710023},{""page_index"":2,""viewing_time"":4015.9650002606213},{""page_index"":3,""viewing_time"":3136.0100000165403}]",22641.444999724627,,,,,,,,,,,,,
,p5vs_yn,2,28076,0.0-2.0-1.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,1.0,144.45816790685058,j,"[-0.30000000000000004, -0.099999999999999]","[[-0.099999999999999, 0.099999999999999], [0.30000000000000004, -0.099999999999999]]",565.4018321074545,j,practice,1.0,,,
,html-keyboard-response,3,29088,0.0-2.0-1.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,4,30840,0.0-2.0-1.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,0.0,428.67997121065855,j,"[-0.099999999999999, 0.099999999999999]","[[0.099999999999999, -0.30000000000000004], [-0.30000000000000004, 0.099999999999999]]",97.44502883404493,f,practice,0.0,,,
,html-keyboard-response,5,32342,0.0-2.0-1.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5vs_yn,6,35740,0.0-2.0-1.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,0.0,1594.4895213004202,f,"[0.30000000000000004, 0.099999999999999]","[[0.30000000000000004, -0.30000000000000004], [0.099999999999999, -0.099999999999999]]",598.1654787901789,f,practice,1.0,,,
,html-keyboard-response,7,36742,0.0-2.0-1.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,8,39574,0.0-2.0-1.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,1.0,1246.4654729235917,j,"[-0.099999999999999, -0.30000000000000004]","[[0.30000000000000004, 0.30000000000000004], [-0.30000000000000004, -0.30000000000000004]]",355.06952716968954,j,practice,1.0,,,
,html-keyboard-response,9,40577,0.0-2.0-1.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,10,43540,0.0-2.0-1.0-0.4,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,1.0,1006.6875007003546,j,"[-0.099999999999999, -0.30000000000000004]","[[-0.099999999999999, -0.099999999999999], [0.099999999999999, 0.30000000000000004]]",726.4874991960824,j,practice,1.0,,,
,html-keyboard-response,11,44543,0.0-2.0-1.0-1.4,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,12,47090,0.0-2.0-1.0-0.5,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,0.0,632.7075089327991,f,"[-0.099999999999999, 0.099999999999999]","[[0.099999999999999, -0.30000000000000004], [0.30000000000000004, 0.099999999999999]]",687.5474909320474,f,practice,1.0,,,
,html-keyboard-response,13,48092,0.0-2.0-1.0-1.5,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,instructions,14,56189,0.0-3.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,"[{""page_index"":0,""viewing_time"":5392.789999954402},{""page_index"":1,""viewing_time"":2700.0049999915063}]",8093.1000001728535,,,,,,,,,,,,,
,p5vs_yn,15,59604,0.0-4.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,1258.4081224165857,f,"[0.16666666666666602, 0.33333333333333304]","[[0.33333333333333304, 0.16666666666666602], [0, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [-0.33333333333333304, -0.33333333333333304], [0.16666666666666602, 0], [0, -0.16666666666666602], [0.33333333333333304, 0]]",927.4068777449429,f,absence1,1.0,,,
,html-keyboard-response,16,60605,0.0-4.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,17,62788,0.0-4.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,853.9788790047169,f,"[-0.16666666666666602, 0.33333333333333304]","[[0, 0.16666666666666602], [0.16666666666666602, -0.33333333333333304], [0, -0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [0.16666666666666602, 0.16666666666666602], [-0.16666666666666602, -0.33333333333333304], [-0.33333333333333304, 0.16666666666666602]]",101.05112101882696,f,absence1,1.0,,,
,html-keyboard-response,18,63790,0.0-4.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,19,66370,0.0-4.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,512.6702249515802,f,"[0, 0.16666666666666602]","[[0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, 0], [-0.33333333333333304, -0.16666666666666602]]",833.7647749576718,f,absence1,1.0,,,
,html-keyboard-response,20,67372,0.0-4.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,21,70137,0.0-4.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,966.5276121348143,f,"[-0.16666666666666602, 0]","[[-0.33333333333333304, -0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [-0.33333333333333304, 0.33333333333333304]]",571.9173876568675,f,absence1,1.0,,,
,html-keyboard-response,22,71140,0.0-4.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,23,73253,0.0-5.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,1.0,884.5281034708023,j,"[-0.16666666666666602, 0.33333333333333304]","[[0.16666666666666602, -0.16666666666666602], [0.16666666666666602, -0.33333333333333304], [0.33333333333333304, 0.33333333333333304]]",8.951896335929632,j,absence1,1.0,,,
,html-keyboard-response,24,74256,0.0-5.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,25,77137,0.0-5.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,1.0,784.3436570372432,j,"[0, -0.16666666666666602]","[[0.16666666666666602, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [-0.16666666666666602, 0]]",887.2313431929797,j,absence1,1.0,,,
,html-keyboard-response,26,78139,0.0-5.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,27,80419,0.0-5.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,1.0,926.9995833281428,f,"[0.33333333333333304, 0.16666666666666602]","[[-0.33333333333333304, 0.33333333333333304], [0, -0.16666666666666602], [-0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, -0.33333333333333304], [0, 0], [0, -0.33333333333333304], [-0.16666666666666602, -0.16666666666666602]]",125.52041676826775,j,absence1,0.0,,,
,html-keyboard-response,28,81920,0.0-5.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5vs_yn,29,84586,0.0-5.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,1.0,658.872135868296,j,"[-0.16666666666666602, -0.33333333333333304]","[[0, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [0, -0.16666666666666602], [-0.33333333333333304, -0.33333333333333304], [0.33333333333333304, 0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [0.16666666666666602, -0.33333333333333304]]",780.0028643105179,j,absence1,1.0,,,
,html-keyboard-response,30,85588,0.0-5.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,31,88419,0.0-6.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,1046.3870670180768,f,"[-0.16666666666666602, 0.33333333333333304]","[[-0.33333333333333304, 0], [0.33333333333333304, -0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [0.16666666666666602, 0], [-0.16666666666666602, 0.16666666666666602], [0.33333333333333304, 0.33333333333333304], [-0.16666666666666602, -0.16666666666666602]]",550.9729331824929,f,absence1,1.0,,,
,html-keyboard-response,32,89423,0.0-6.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,33,91368,0.0-6.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,588.1809778045863,f,"[-0.16666666666666602, 0.33333333333333304]","[[0.33333333333333304, -0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [-0.33333333333333304, 0.33333333333333304]]",132.879022276029,f,absence1,1.0,,,
,html-keyboard-response,34,92372,0.0-6.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,35,94484,0.0-6.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,511.9117337279022,f,"[-0.33333333333333304, 0]","[[0.33333333333333304, 0], [0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, 0], [0.16666666666666602, -0.33333333333333304], [0.16666666666666602, 0.16666666666666602], [0, 0.16666666666666602], [0, -0.33333333333333304]]",370.21826626732945,f,absence1,1.0,,,
,html-keyboard-response,36,95486,0.0-6.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
