success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_sum,followed_instructions,view_history,rt,set_size,target_present,RT,response,target_position,distractor_positions,jitter,correct_response,test_part,correct,stimulus,key_press,responses
,p5vs_yn,15,271715,0.0-4.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,5101.89312226139,j,"[0.16666666666666602, 0.33333333333333304]","[[0.33333333333333304, 0.16666666666666602], [0, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [-0.33333333333333304, -0.33333333333333304], [0.16666666666666602, 0], [0, -0.16666666666666602], [0.33333333333333304, 0]]",927.4068777449429,f,absence1,0.0,,,
,html-keyboard-response,16,273217,0.0-4.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5vs_yn,17,275186,0.0-4.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,663.4688790189102,f,"[-0.16666666666666602, 0.33333333333333304]","[[0, 0.16666666666666602], [0.16666666666666602, -0.33333333333333304], [0, -0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [0.16666666666666602, 0.16666666666666602], [-0.16666666666666602, -0.33333333333333304], [-0.33333333333333304, 0.16666666666666602]]",101.05112101882696,f,absence1,1.0,,,
,html-keyboard-response,18,276187,0.0-4.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,19,278686,0.0-4.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,460.01522506121546,f,"[0, 0.16666666666666602]","[[0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, 0], [-0.33333333333333304, -0.16666666666666602]]",833.7647749576718,f,absence1,1.0,,,
,html-keyboard-response,20,279689,0.0-4.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,21,281804,0.0-4.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,325.43761231936514,j,"[-0.16666666666666602, 0]","[[-0.33333333333333304, -0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [-0.33333333333333304, 0.33333333333333304]]",571.9173876568675,f,absence1,0.0,,,
,html-keyboard-response,22,283306,0.0-4.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5vs_yn,23,285243,0.0-5.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,1.0,714.0531036537141,j,"[-0.16666666666666602, 0.33333333333333304]","[[0.16666666666666602, -0.16666666666666602], [0.16666666666666602, -0.33333333333333304], [0.33333333333333304, 0.33333333333333304]]",8.951896335929632,j,absence1,1.0,,,
,html-keyboard-response,24,286246,0.0-5.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,25,288893,0.0-5.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,1.0,548.1686567189172,j,"[0, -0.16666666666666602]","[[0.16666666666666602, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [-0.16666666666666602, 0]]",887.2313431929797,j,absence1,1.0,,,
,html-keyboard-response,26,289899,0.0-5.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,27,292177,0.0-5.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,1.0,939.2195832449943,f,"[0.33333333333333304, 0.16666666666666602]","[[-0.33333333333333304, 0.33333333333333304], [0, -0.16666666666666602], [-0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, -0.33333333333333304], [0, 0], [0, -0.33333333333333304], [-0.16666666666666602, -0.16666666666666602]]",125.52041676826775,j,absence1,0.0,,,
,html-keyboard-response,28,293680,0.0-5.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5vs_yn,29,296249,0.0-5.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,1.0,571.432135719806,j,"[-0.16666666666666602, -0.33333333333333304]","[[0, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [0, -0.16666666666666602], [-0.33333333333333304, -0.33333333333333304], [0.33333333333333304, 0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [0.16666666666666602, -0.33333333333333304]]",780.0028643105179,j,absence1,1.0,,,
,html-keyboard-response,30,297253,0.0-5.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,31,299582,0.0-6.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,572.8770668618381,f,"[-0.16666666666666602, 0.33333333333333304]","[[-0.33333333333333304, 0], [0.33333333333333304, -0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [0.16666666666666602, 0], [-0.16666666666666602, 0.16666666666666602], [0.33333333333333304, 0.33333333333333304], [-0.16666666666666602, -0.16666666666666602]]",550.9729331824929,f,absence1,1.0,,,
,html-keyboard-response,32,300587,0.0-6.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,33,302566,0.0-6.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,635.590977803804,f,"[-0.16666666666666602, 0.33333333333333304]","[[0.33333333333333304, -0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [-0.33333333333333304, 0.33333333333333304]]",132.879022276029,f,absence1,1.0,,,
,html-keyboard-response,34,303568,0.0-6.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,35,305669,0.0-6.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,527.2517337696627,f,"[-0.33333333333333304, 0]","[[0.33333333333333304, 0], [0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, 0], [0.16666666666666602, -0.33333333333333304], [0.16666666666666602, 0.16666666666666602], [0, 0.16666666666666602], [0, -0.33333333333333304]]",370.21826626732945,f,absence1,1.0,,,
,html-keyboard-response,36,306672,0.0-6.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,37,309520,0.0-6.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,724.7042739298195,f,"[0, -0.16666666666666602]","[[-0.33333333333333304, 0.33333333333333304], [-0.33333333333333304, -0.16666666666666602], [0, 0]]",909.4407260417938,f,absence1,1.0,,,
,html-keyboard-response,38,310523,0.0-6.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,survey-text,39,313270,0.0-7.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,2740.334999980405,,,,,,,,,,,,,"{""worker_comments"":""""}"
,p5Text,40,318050,0.0-8.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,,,
1.0,fullscreen,0,2507,0.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,,,
,instructions,1,9684,0.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,"[{""page_index"":0,""viewing_time"":1450.550000000021},{""page_index"":1,""viewing_time"":1031.4699999998993},{""page_index"":2,""viewing_time"":2348.7199999999575},{""page_index"":3,""viewing_time"":2343.2800000000498}]",7175.119999999879,,,,,,,,,,,,,
,p5vs_yn,2,17069,0.0-2.0-1.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,1.0,5594.163167892748,j,"[-0.30000000000000004, -0.099999999999999]","[[-0.099999999999999, 0.099999999999999], [0.30000000000000004, -0.099999999999999]]",565.4018321074545,j,practice,1.0,,,
,html-keyboard-response,3,18072,0.0-2.0-1.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,4,20587,0.0-2.0-1.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,0.0,1197.0699711658199,f,"[-0.099999999999999, 0.099999999999999]","[[0.099999999999999, -0.30000000000000004], [-0.30000000000000004, 0.099999999999999]]",97.44502883404493,f,practice,1.0,,,
,html-keyboard-response,5,21589,0.0-2.0-1.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,6,25281,0.0-2.0-1.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,0.0,1871.6845212100452,f,"[0.30000000000000004, 0.099999999999999]","[[0.30000000000000004, -0.30000000000000004], [0.099999999999999, -0.099999999999999]]",598.1654787901789,f,practice,1.0,,,
,html-keyboard-response,7,26284,0.0-2.0-1.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,8,28851,0.0-2.0-1.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,1.0,994.2104728304912,j,"[-0.099999999999999, -0.30000000000000004]","[[0.30000000000000004, 0.30000000000000004], [-0.30000000000000004, -0.30000000000000004]]",355.06952716968954,j,practice,1.0,,,
,html-keyboard-response,9,29854,0.0-2.0-1.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,10,32445,0.0-2.0-1.0-0.4,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,1.0,656.2775008040298,f,"[-0.099999999999999, -0.30000000000000004]","[[-0.099999999999999, -0.099999999999999], [0.099999999999999, 0.30000000000000004]]",726.4874991960824,j,practice,0.0,,,
,html-keyboard-response,11,33946,0.0-2.0-1.0-1.4,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5vs_yn,12,36641,0.0-2.0-1.0-0.5,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,3.0,0.0,781.0375090682937,f,"[-0.099999999999999, 0.099999999999999]","[[0.099999999999999, -0.30000000000000004], [0.30000000000000004, 0.099999999999999]]",687.5474909320474,f,practice,1.0,,,
,html-keyboard-response,13,37644,0.0-2.0-1.0-1.5,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,instructions,14,44617,0.0-3.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,"[{""page_index"":0,""viewing_time"":5523.815000000017},{""page_index"":1,""viewing_time"":1443.7250000000786}]",6967.910000000302,,,,,,,,,,,,,
,p5vs_yn,15,47727,0.0-4.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,979.3281222549049,f,"[0.16666666666666602, 0.33333333333333304]","[[0.33333333333333304, 0.16666666666666602], [0, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [-0.33333333333333304, -0.33333333333333304], [0.16666666666666602, 0], [0, -0.16666666666666602], [0.33333333333333304, 0]]",927.4068777449429,f,absence1,1.0,,,
,html-keyboard-response,16,48728,0.0-4.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,17,50770,0.0-4.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,8.0,0.0,727.1888789812729,f,"[-0.16666666666666602, 0.33333333333333304]","[[0, 0.16666666666666602], [0.16666666666666602, -0.33333333333333304], [0, -0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [0.16666666666666602, 0.16666666666666602], [-0.16666666666666602, -0.33333333333333304], [-0.33333333333333304, 0.16666666666666602]]",101.05112101882696,f,absence1,1.0,,,
,html-keyboard-response,18,51773,0.0-4.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,19,54564,0.0-4.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,739.1452250420116,f,"[0, 0.16666666666666602]","[[0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, 0], [-0.33333333333333304, -0.16666666666666602]]",833.7647749576718,f,absence1,1.0,,,
,html-keyboard-response,20,55568,0.0-4.0-1.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,21,58259,0.0-4.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,0.0,906.5876123429916,f,"[-0.16666666666666602, 0]","[[-0.33333333333333304, -0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [-0.33333333333333304, 0.33333333333333304]]",571.9173876568675,f,absence1,1.0,,,
,html-keyboard-response,22,59263,0.0-4.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,23,61030,0.0-5.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,1.0,539.1531036641973,j,"[-0.16666666666666602, 0.33333333333333304]","[[0.16666666666666602, -0.16666666666666602], [0.16666666666666602, -0.33333333333333304], [0.33333333333333304, 0.33333333333333304]]",8.951896335929632,j,absence1,1.0,,,
,html-keyboard-response,24,62032,0.0-5.0-1.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5vs_yn,25,64898,0.0-5.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,4.0,1.0,773.7136568069254,j,"[0, -0.16666666666666602]","[[0.16666666666666602, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304], [-0.16666666666666602, 0]]",887.2313431929797,j,absence1,1.0,,,
,html-keyboard-response,26,65900,0.0-5.0-1.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,"[170, 33, 87, 223, 61, 66, 125, 108, 2, 36, 135, 18, 29, 75, 206, 224, 227, 1, 137, 46, 46, 220, 243, 205, 41, 165, 168, 159, 183, 224, 152, 208]",True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
