success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,STUDY_ID,PROLIFIC_PID,SESSION_ID,followed_instructions,view_history,rt,set_size,target_present,RT,response,target_position,distractor_positions,jitter,correct_response,test_part,correct,stimulus,key_press,search_type,responses
1.0,fullscreen,0,7198,0.0-0.0,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,,,,
,instructions,1,30945,0.0-1.0,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,"[{""page_index"":0,""viewing_time"":2802.034999999989},{""page_index"":1,""viewing_time"":12576.57499999999},{""page_index"":2,""viewing_time"":5051.660000000029},{""page_index"":3,""viewing_time"":3312.8350000000028}]",23743.945,,,,,,,,,,,,,,
,p5vs_yn,2,33827,0.0-2.0-1.0-0.0,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,3.0,0.0,1242.6916095096603,f,"[-0.099999999999999, -0.099999999999999]","[[-0.30000000000000004, 0.30000000000000004], [0.099999999999999, 0.099999999999999]]",403.5333904903382,f,practice,1.0,,,,
,html-keyboard-response,3,34835,0.0-2.0-1.0-1.0,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,4,37122,0.0-2.0-1.0-0.1,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,3.0,1.0,740.2623570867436,j,"[0.099999999999999, -0.30000000000000004]","[[-0.30000000000000004, -0.30000000000000004], [-0.099999999999999, 0.099999999999999]]",329.3576429132372,j,practice,1.0,,,,
,html-keyboard-response,5,38145,0.0-2.0-1.0-1.1,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,6,40787,0.0-2.0-1.0-0.2,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,3.0,0.0,560.4881882897389,f,"[-0.099999999999999, -0.30000000000000004]","[[-0.30000000000000004, 0.30000000000000004], [0.30000000000000004, 0.099999999999999]]",866.4168117102236,f,practice,1.0,,,,
,html-keyboard-response,7,41790,0.0-2.0-1.0-1.2,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,8,44236,0.0-2.0-1.0-0.3,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,3.0,1.0,551.0163498480979,j,"[0.099999999999999, -0.30000000000000004]","[[-0.30000000000000004, 0.099999999999999], [0.099999999999999, 0.099999999999999]]",671.4286501519382,j,practice,1.0,,,,
,html-keyboard-response,9,45265,0.0-2.0-1.0-1.3,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,10,47471,0.0-2.0-1.0-0.4,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,3.0,1.0,571.4514859706615,j,"[-0.099999999999999, 0.099999999999999]","[[-0.099999999999999, 0.30000000000000004], [0.30000000000000004, 0.30000000000000004]]",406.82351402938366,j,practice,1.0,,,,
,html-keyboard-response,11,48473,0.0-2.0-1.0-1.4,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,12,50953,0.0-2.0-1.0-0.5,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,3.0,0.0,511.86592163178284,f,"[0.099999999999999, -0.30000000000000004]","[[-0.30000000000000004, 0.099999999999999], [-0.099999999999999, 0.099999999999999]]",752.984078368172,f,practice,1.0,,,,
,html-keyboard-response,13,51955,0.0-2.0-1.0-1.5,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,instructions,14,78668,0.0-3.0,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,"[{""page_index"":0,""viewing_time"":16088.730000000003},{""page_index"":1,""viewing_time"":10619.794999999998}]",26709.150000000016,,,,,,,,,,,,,,
,instructions,15,90960,0.0-4.0-0.0,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,"[{""page_index"":0,""viewing_time"":12290.075000000012}]",12290.930000000008,,,,,,,,,,,,,,
,p5vs_yn,16,92857,0.0-4.0-1.0-0.0,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,8.0,1.0,663.8134622635844,j,"[0.16666666666666602, -0.33333333333333304]","[[-0.16666666666666602, 0.33333333333333304], [0.33333333333333304, 0.16666666666666602], [0, 0.16666666666666602], [-0.16666666666666602, -0.33333333333333304], [0, 0], [-0.16666666666666602, 0.16666666666666602], [0.16666666666666602, -0.16666666666666602]]",17.171537736430764,j,main,1.0,,,conjunction,
,html-keyboard-response,17,93859,0.0-4.0-1.0-1.0,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,18,96270,0.0-4.0-1.0-0.1,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,4.0,0.0,503.23349804538884,f,"[-0.16666666666666602, 0.33333333333333304]","[[0, 0], [-0.33333333333333304, -0.33333333333333304], [-0.33333333333333304, -0.16666666666666602]]",695.6915019545704,f,main,1.0,,,conjunction,
,html-keyboard-response,19,97273,0.0-4.0-1.0-1.1,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,20,99704,0.0-4.0-1.0-0.2,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,8.0,0.0,535.224447659115,f,"[-0.33333333333333304, 0]","[[0.16666666666666602, 0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [-0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, -0.16666666666666602], [0.16666666666666602, 0], [-0.16666666666666602, 0.16666666666666602], [0, -0.16666666666666602]]",679.1005523409694,f,main,1.0,,,conjunction,
,html-keyboard-response,21,100706,0.0-4.0-1.0-1.2,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,22,103420,0.0-4.0-1.0-0.3,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,8.0,1.0,509.081028776156,j,"[-0.16666666666666602, 0]","[[0.33333333333333304, 0], [0.16666666666666602, 0.16666666666666602], [0.16666666666666602, -0.16666666666666602], [0.16666666666666602, 0.33333333333333304], [0.33333333333333304, -0.16666666666666602], [-0.33333333333333304, 0], [-0.33333333333333304, 0.33333333333333304]]",984.9989712238312,j,main,1.0,,,shape,
,html-keyboard-response,23,104422,0.0-4.0-1.0-1.3,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,24,106469,0.0-4.0-1.0-0.4,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,4.0,1.0,413.5526758700871,j,"[0.16666666666666602, 0]","[[-0.16666666666666602, 0.16666666666666602], [0, 0.33333333333333304], [-0.16666666666666602, -0.16666666666666602]]",423.8973241299391,j,main,1.0,,,conjunction,
,html-keyboard-response,25,107472,0.0-4.0-1.0-1.4,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,26,109786,0.0-4.0-1.0-0.5,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,4.0,0.0,464.4534641303617,f,"[-0.33333333333333304, 0.33333333333333304]","[[0, -0.16666666666666602], [0, 0.33333333333333304], [0.33333333333333304, -0.16666666666666602]]",639.0215358696878,f,main,1.0,,,shape,
,html-keyboard-response,27,110789,0.0-4.0-1.0-1.5,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,28,113253,0.0-4.0-1.0-0.6,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,8.0,0.0,407.6361456483719,f,"[-0.16666666666666602, 0]","[[0, 0.33333333333333304], [-0.16666666666666602, 0.33333333333333304], [0.33333333333333304, 0], [0.16666666666666602, 0.33333333333333304], [-0.33333333333333304, 0.16666666666666602], [-0.33333333333333304, -0.33333333333333304], [0, -0.16666666666666602]]",844.3138543516397,f,main,1.0,,,shape,
,html-keyboard-response,29,114255,0.0-4.0-1.0-1.6,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,30,115953,0.0-4.0-1.0-0.7,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,4.0,1.0,406.7402025528281,j,"[0.16666666666666602, 0.33333333333333304]","[[0.33333333333333304, 0.16666666666666602], [0.33333333333333304, 0], [0.16666666666666602, 0]]",83.35479744710028,j,main,1.0,,,shape,
,html-keyboard-response,31,116956,0.0-4.0-1.0-1.7,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,32,119502,0.0-4.0-1.0-0.8,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,4.0,0.0,664.337531181256,f,"[0, 0.33333333333333304]","[[-0.16666666666666602, -0.16666666666666602], [0, 0], [0, -0.33333333333333304]]",674.0024688187987,f,main,1.0,,,shape,
,html-keyboard-response,33,120506,0.0-4.0-1.0-1.8,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,34,122602,0.0-4.0-1.0-0.9,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,8.0,0.0,418.36648712107853,f,"[-0.33333333333333304, 0.16666666666666602]","[[0.16666666666666602, -0.16666666666666602], [0.16666666666666602, 0], [0.33333333333333304, -0.33333333333333304], [-0.16666666666666602, -0.33333333333333304], [-0.33333333333333304, -0.33333333333333304], [0, -0.16666666666666602], [-0.16666666666666602, 0.16666666666666602]]",463.6685128789395,f,main,1.0,,,shape,
,html-keyboard-response,35,123604,0.0-4.0-1.0-1.9,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,36,126156,0.0-4.0-1.0-0.10,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,8.0,1.0,376.9854204955918,j,"[-0.33333333333333304, -0.16666666666666602]","[[0.33333333333333304, 0], [0.33333333333333304, 0.33333333333333304], [0.33333333333333304, 0.16666666666666602], [0.16666666666666602, 0.33333333333333304], [0, 0.33333333333333304], [0.33333333333333304, -0.16666666666666602], [0, -0.33333333333333304]]",958.4445795044303,j,main,1.0,,,conjunction,
,html-keyboard-response,37,127159,0.0-4.0-1.0-1.10,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,38,129719,0.0-4.0-1.0-0.11,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,4.0,0.0,459.4363210057345,f,"[0, 0]","[[-0.16666666666666602, 0.33333333333333304], [-0.16666666666666602, -0.33333333333333304], [0, 0.16666666666666602]]",883.7536789942533,f,main,1.0,,,conjunction,
,html-keyboard-response,39,130722,0.0-4.0-1.0-1.11,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,40,133252,0.0-4.0-1.0-0.12,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,4.0,1.0,386.4752584914386,j,"[-0.33333333333333304, -0.33333333333333304]","[[0, -0.16666666666666602], [-0.16666666666666602, 0.16666666666666602], [-0.33333333333333304, 0.16666666666666602]]",932.5397415086627,j,main,1.0,,,conjunction,
,html-keyboard-response,41,134255,0.0-4.0-1.0-1.12,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,42,136792,0.0-4.0-1.0-0.13,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,4.0,1.0,368.9788471875072,j,"[0.16666666666666602, 0.16666666666666602]","[[0.16666666666666602, 0.33333333333333304], [0.33333333333333304, 0.33333333333333304], [-0.33333333333333304, 0.33333333333333304]]",961.6661528125405,j,main,1.0,,,shape,
,html-keyboard-response,43,137800,0.0-4.0-1.0-1.13,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,44,140120,0.0-4.0-1.0-0.14,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,8.0,1.0,396.8262202437618,j,"[0, 0.16666666666666602]","[[0.33333333333333304, 0.16666666666666602], [-0.33333333333333304, -0.33333333333333304], [-0.16666666666666602, 0], [0.16666666666666602, 0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [0, 0.33333333333333304], [0.33333333333333304, -0.16666666666666602]]",706.9487797562033,j,main,1.0,,,shape,
,html-keyboard-response,45,141123,0.0-4.0-1.0-1.14,aaaab,5d6ebbf926b44400175f445a,"[191, 44, 230, 97, 27, 172, 94, 38, 227, 234, 149, 151, 225, 38, 54, 33, 10, 31, 221, 159, 234, 11, 147, 104, 176, 55, 124, 209, 27, 247, 81, 5]",5f96dd9824dc39060be2c67f,5d6ebbf926b44400175f445a,5f96f6ac156c7e036d366de8,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
