success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,STUDY_ID,PROLIFIC_PID,SESSION_ID,followed_instructions,view_history,rt,set_size,target_present,RT,response,target_position,distractor_positions,jitter,correct_response,test_part,correct,stimulus,key_press,search_type,responses
,p5vs_yn,162,386184,0.0-4.0-1.4-0.67,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,4.0,1.0,370.64076483249664,j,"[0.33333333333333304, 0.16666666666666602]","[[0.33333333333333304, 0], [0, 0.16666666666666602], [-0.16666666666666602, 0.16666666666666602]]",499.35923516750336,j,main,1.0,,,conjunction,
,html-keyboard-response,163,387189,0.0-4.0-1.4-1.67,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,164,389220,0.0-4.0-1.4-0.68,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,8.0,0.0,641.8392077740282,f,"[-0.16666666666666602, -0.33333333333333304]","[[-0.16666666666666602, 0], [0, 0.16666666666666602], [-0.33333333333333304, 0.16666666666666602], [0.16666666666666602, 0.16666666666666602], [-0.16666666666666602, -0.16666666666666602], [-0.33333333333333304, -0.16666666666666602], [-0.33333333333333304, -0.33333333333333304]]",188.16079222597182,f,main,1.0,,,conjunction,
,html-keyboard-response,165,390228,0.0-4.0-1.4-1.68,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,166,392402,0.0-4.0-1.4-0.69,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,8.0,1.0,366.7339827902615,j,"[0.33333333333333304, 0.33333333333333304]","[[0, 0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [-0.16666666666666602, 0.33333333333333304], [-0.33333333333333304, 0.16666666666666602], [0, 0], [-0.33333333333333304, -0.16666666666666602], [-0.33333333333333304, 0.33333333333333304]]",604.2660172097385,j,main,1.0,,,shape,
,html-keyboard-response,167,393410,0.0-4.0-1.4-1.69,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,168,395138,0.0-4.0-1.4-0.70,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,4.0,0.0,415.39178014174104,j,"[0, -0.16666666666666602]","[[0.16666666666666602, -0.33333333333333304], [0, 0.33333333333333304], [0.33333333333333304, 0.33333333333333304]]",100.60821985825896,f,main,0.0,,,shape,
,html-keyboard-response,169,396638,0.0-4.0-1.4-1.70,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,,
,p5vs_yn,170,399132,0.0-4.0-1.4-0.71,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,8.0,0.0,434.6383947134018,f,"[-0.16666666666666602, 0]","[[0.16666666666666602, 0], [0, 0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [0, -0.16666666666666602], [0.33333333333333304, -0.16666666666666602], [0.16666666666666602, 0.33333333333333304], [-0.33333333333333304, 0.33333333333333304]]",845.3616052865982,f,main,1.0,,,shape,
,html-keyboard-response,171,400145,0.0-4.0-1.4-1.71,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,172,402486,0.0-4.0-1.4-0.72,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,8.0,1.0,486.9495285321027,j,"[-0.16666666666666602, 0.16666666666666602]","[[0, -0.33333333333333304], [-0.33333333333333304, -0.16666666666666602], [-0.16666666666666602, -0.16666666666666602], [0, 0.33333333333333304], [-0.33333333333333304, 0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [0.33333333333333304, 0]]",651.0504714678973,j,main,1.0,,,shape,
,html-keyboard-response,173,403496,0.0-4.0-1.4-1.72,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,174,405640,0.0-4.0-1.4-0.73,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,8.0,1.0,580.4956841878593,j,"[0, -0.16666666666666602]","[[0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, 0.33333333333333304], [-0.33333333333333304, -0.33333333333333304], [0.16666666666666602, 0], [0.16666666666666602, -0.16666666666666602], [-0.16666666666666602, -0.33333333333333304], [0, 0.33333333333333304]]",355.5043158121407,j,main,1.0,,,conjunction,
,html-keyboard-response,175,406649,0.0-4.0-1.4-1.73,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,176,408391,0.0-4.0-1.4-0.74,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,4.0,1.0,458.831478908658,j,"[0.16666666666666602, 0]","[[0, -0.16666666666666602], [0.33333333333333304, 0.33333333333333304], [-0.33333333333333304, -0.16666666666666602]]",69.16852109134197,j,main,1.0,,,conjunction,
,html-keyboard-response,177,409405,0.0-4.0-1.4-1.74,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,178,411947,0.0-4.0-1.4-0.75,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,4.0,0.0,511.22102196887136,f,"[0.33333333333333304, 0.16666666666666602]","[[0, 0.16666666666666602], [0, -0.16666666666666602], [-0.16666666666666602, 0.33333333333333304]]",817.7789780311286,f,main,1.0,,,conjunction,
,html-keyboard-response,179,412958,0.0-4.0-1.4-1.75,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,180,415365,0.0-4.0-1.4-0.76,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,4.0,1.0,440.684413773939,j,"[-0.16666666666666602, 0]","[[-0.16666666666666602, -0.33333333333333304], [0, 0.16666666666666602], [0.33333333333333304, 0]]",755.315586226061,j,main,1.0,,,shape,
,html-keyboard-response,181,416379,0.0-4.0-1.4-1.76,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,182,418609,0.0-4.0-1.4-0.77,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,8.0,0.0,504.81183166243136,f,"[-0.16666666666666602, -0.16666666666666602]","[[0.16666666666666602, 0.16666666666666602], [-0.16666666666666602, 0], [0.33333333333333304, -0.33333333333333304], [0, 0], [-0.33333333333333304, 0.33333333333333304], [0.16666666666666602, -0.33333333333333304], [0.33333333333333304, 0.33333333333333304]]",514.1881683375686,f,main,1.0,,,conjunction,
,html-keyboard-response,183,419621,0.0-4.0-1.4-1.77,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,184,421652,0.0-4.0-1.4-0.78,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,4.0,0.0,497.1021939087659,f,"[0.33333333333333304, 0.16666666666666602]","[[-0.33333333333333304, -0.16666666666666602], [-0.16666666666666602, -0.33333333333333304], [0, 0.16666666666666602]]",325.8978060912341,f,main,1.0,,,shape,
,html-keyboard-response,185,422656,0.0-4.0-1.4-1.78,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,186,424604,0.0-4.0-1.4-0.79,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,8.0,0.0,495.1229379866272,f,"[0.33333333333333304, -0.33333333333333304]","[[0.16666666666666602, 0.16666666666666602], [0.16666666666666602, -0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [-0.33333333333333304, 0], [0.33333333333333304, 0], [-0.33333333333333304, 0.33333333333333304], [-0.33333333333333304, 0.16666666666666602]]",241.87706201337278,f,main,1.0,,,shape,
,html-keyboard-response,187,425611,0.0-4.0-1.4-1.79,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,instructions,188,426729,0.0-4.0-2.4,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,"[{""page_index"":0,""viewing_time"":1117}]",1117.0,,,,,,,,,,,,,,
,call-function,189,426729,0.0-4.0-3.4,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,,,,
,survey-text,190,435077,0.0-5.0,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,8347.0,,,,,,,,,,,,,,"{""worker_comments"":""""}"
,p5Text,191,439201,0.0-6.0,aaaab,5ea92b1506b31a000c9f5248,"[178, 51, 178, 126, 106, 167, 168, 121, 181, 174, 71, 99, 208, 162, 200, 91, 204, 64, 26, 93, 192, 175, 20, 138, 27, 210, 41, 180, 163, 159, 247, 101]",5f96dd9824dc39060be2c67f,5ea92b1506b31a000c9f5248,5f96f6aeee41bb030a2262ea,True,,,,,,,,,,,,,,,,
1.0,fullscreen,0,4414,0.0-0.0,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,,,,,,,,,,,,,,
,instructions,1,72941,0.0-1.0,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,"[{""page_index"":0,""viewing_time"":3810.8700000448152},{""page_index"":1,""viewing_time"":35056.02499993984},{""page_index"":2,""viewing_time"":10193.805000046268},{""page_index"":3,""viewing_time"":19465.45000001788}]",68526.48999996018,,,,,,,,,,,,,,
,p5vs_yn,2,79580,0.0-2.0-1.0-0.0,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,3.0,0.0,5413.630774547346,f,"[0.30000000000000004, 0.30000000000000004]","[[0.099999999999999, -0.30000000000000004], [0.099999999999999, 0.099999999999999]]",4.404225386679172,f,practice,1.0,,,,
,html-keyboard-response,3,80584,0.0-2.0-1.0-1.0,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,4,83241,0.0-2.0-1.0-0.1,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,3.0,1.0,970.7617418142036,j,"[0.30000000000000004, -0.099999999999999]","[[-0.30000000000000004, 0.30000000000000004], [0.30000000000000004, 0.099999999999999]]",479.20825821347535,j,practice,1.0,,,,
,html-keyboard-response,5,84243,0.0-2.0-1.0-1.1,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,6,86168,0.0-2.0-1.0-0.2,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,3.0,1.0,697.4700612016022,j,"[0.099999999999999, -0.30000000000000004]","[[0.099999999999999, 0.099999999999999], [-0.099999999999999, 0.099999999999999]]",21.13493881188333,j,practice,1.0,,,,
,html-keyboard-response,7,87169,0.0-2.0-1.0-1.2,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,8,89612,0.0-2.0-1.0-0.3,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,3.0,0.0,1104.6053706202656,f,"[0.30000000000000004, -0.099999999999999]","[[-0.099999999999999, -0.30000000000000004], [-0.30000000000000004, -0.30000000000000004]]",136.01962942630053,f,practice,1.0,,,,
,html-keyboard-response,9,90614,0.0-2.0-1.0-1.3,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,10,92756,0.0-2.0-1.0-0.4,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,3.0,0.0,704.036880354397,f,"[-0.30000000000000004, -0.099999999999999]","[[0.099999999999999, 0.30000000000000004], [-0.099999999999999, -0.099999999999999]]",228.74811966903508,f,practice,1.0,,,,
,html-keyboard-response,11,93757,0.0-2.0-1.0-1.4,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,12,96550,0.0-2.0-1.0-0.5,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,3.0,1.0,791.0123951267451,f,"[-0.30000000000000004, 0.099999999999999]","[[-0.30000000000000004, -0.30000000000000004], [-0.099999999999999, 0.30000000000000004]]",790.1676048059016,j,practice,0.0,,,,
,html-keyboard-response,13,98055,0.0-2.0-1.0-1.5,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,,
,instructions,14,103891,0.0-3.0,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,"[{""page_index"":0,""viewing_time"":1778.1899999827147},{""page_index"":1,""viewing_time"":4056.4549999544397}]",5834.949999931268,,,,,,,,,,,,,,
,instructions,15,108507,0.0-4.0-0.0,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,"[{""page_index"":0,""viewing_time"":4615.374999935739}]",4615.554999909364,,,,,,,,,,,,,,
,p5vs_yn,16,112369,0.0-4.0-1.0-0.0,aaaab,5ef9be1c61ecb401ef5be7b4,"[3, 188, 103, 99, 252, 237, 63, 194, 8, 225, 169, 171, 116, 54, 80, 201, 214, 149, 226, 28, 198, 232, 8, 233, 213, 36, 241, 212, 196, 27, 27, 111]",5f96dd9824dc39060be2c67f,5ef9be1c61ecb401ef5be7b4,5f96f27be48ab002baf66295,True,,,8.0,0.0,1726.4081104192883,f,"[0.16666666666666602, -0.33333333333333304]","[[-0.16666666666666602, -0.16666666666666602], [0, 0.16666666666666602], [-0.16666666666666602, 0.33333333333333304], [-0.16666666666666602, 0.16666666666666602], [0, 0], [0.16666666666666602, 0], [0, -0.33333333333333304]]",921.7368895187974,f,main,1.0,,,conjunction,
